int	string	string
194	NineToFiftyFiveTip	Out of concern for fairness, you cannot film new movies 5 minutes before Oskar.
195	FilmLongTime	{0}min
196	FilmKouBei	Audience Evalution: {0}
197	ActivityTitle	Events
198	WelfTitle	Welfare
199	NoGetReward	Unclaimed
200	GetReward	Claim
201	Secretary_DailyGiftTitle	Daily Package
202	Secretary_NeedBuySecretary	Hire a secretary first
203	Secretary_GetRewardDailySecretary	Available once a day
204	Secretary_AlreadyPurchased	Purchased
205	Buy	BUY
206	SureBuy	OK
207	Buyed	Purchased
208	StoryRemainFindTime	Searching time: {0}/{1}
209	Secretary_GetWelfare	Claim
210	CooperateTaskType10	Film a movie
211	CooperateTaskType11	|n|Type: {0}
212	CooperateTaskType12	|n|Media Evalution: {0}
213	CooperateTaskType13	|n|Evalution: {0}
214	CooperateTaskType14	|n|Scrpt: {0} Star
215	CooperateTaskType15	|n|Earning: {0}
216	CooperateTaskType20	Complete {0} conference/business/fans visiting
217	CooperateTaskType30	Complete {0} orders
218	CooperateTaskType40	Collect {0} {1}
219	CooperateTaskType50	Collect {0} products
220	CooperateTaskType60	Collect {0} city earning
221	CooperateTaskType70	Complete {0} actor training
222	CooperateTaskType80	Consume {0} diamonds
223	CooperateTaskType90	Complete {0} recruiting
224	CooperateTaskType100	Complete {0} script search
225	CooperateTaskProgress	|n|（{0}/{1}）
226	CooperateReceiveBtn	ACCEPT
227	CooperateassistBtn	ASSIST
228	CooperategetBtn	OK
229	CooperateassitingText	Assisting
230	CooperateHaveTaskText	You've accepted a quest, finish it first
231	CooperationApplyTitle	Cooperation Request
232	CooperationremindTip	You can cooperate with at most 3 companies in a week
233	CooperationrefuseBtn	REFUSE
234	CooperationreceiveBtn	ACCEPT
235	CooperationApplyTip	Would you willing to sign cooperation contract?
236	CooperationEndTitle	End Cooperation
237	CooperationEndTip1	Are you sure you want to end this cooperation?
238	CooperationEndTip2	Note that you can cooperate with at most 3 companies in a week
239	CooperationMainPanelTitle	Cooperation
240	Cooperationtext1	Gain rewards from first cooperation
241	Cooperationtext2	Build cooperation with your friends!
242	Cooperationtext3	Search for cooperator
243	Cooperationremind	Search via account
244	Cooperationintro	Enter ID
245	CooperationinviteBtn1	Send invite
246	CooperationinviteBtn2	Open invite
247	CooperationdisinviteBtn	Cancel invite
248	CooperationMainPanelTip1	Please enter player's ID
249	CooperationMainPanelTip2	Please enter ID again later
250	CooperationMainPanelID	Your ID: {0}
251	CooperationRealtionshipTitle	Cooperation quest
252	CooperationRealtionshipTip	More rewards come with higher rank!
253	CooperationRealtionshiprelieveBtn	RELIEVE
254	CooperationGiveRewardDollar	Send dollars
255	CooperationGiveRewardGold	Send coins
256	Floor	Floor {0}
257	BuildFloor	Expand Floor {0}
258	BuildUpgrade	Upgrade to Lv.{0}
259	BuildUpgrade_UBB	[color=#66ff66]Upgrade to Lv.{0}[/color]
260	CompanyLevel	Unlock at Lv.{0}
261	BuildEffect	Building effect:
262	BuildLevelEffect	Upgrade effect:
263	BuildLevelup	Upgrade
264	BuildConfirm	OK
265	BuildLevel	Lv.{0}
266	BuildFloorAlert	Building expansion consumes
267	BuildTitle	Build
268	ActorExperciseExpedite	Speed up
269	BuildFloorFailLevel	Requires company Lv.{0}
270	BuildFloorFailCity	Requires occupy city: {0} {1}
271	BuildActorRoomTalentNpc	Agency
272	BuildActorRoomTrainerNpc	Trainer
273	LincenceMax	License amount reached max
274	ArtistDicUITitle	Actor List
275	ArtistDicUInotHired	Locked
276	ArtistDicUIStar	Star Rank
277	ArtistDicUICountry	Nationality
278	ArtistDicUISex	Gender
279	ArtistDicUIAge	Age Type
280	ArtistDicUIShow	Perform Type
281	ArtistDicUIDefName	Oringinal Name
282	ArtistDicUIHowHave	How to sign this actor?
283	ArtistDicUIPinglun	Enter content here
284	ArtistDicUINoActor	No Actor Available
285	ArtistDicUINoPinglun	No comment yet
286	ArtistDicUIPinglunTitle	Message Board
287	PlayerUpgradeGetAward	Receive
288	PlayerSelfSignature	Edit Self-Intro
289	PlayerSignature	This person didn't leave a messege, just like a closed book~
290	ItemHave	Owned:
291	PlayerInfoTab0	Home
292	PlayerInfoTab1	Career
293	PlayerInfoTab2	Trophy
294	PlayerInfoTab3	Movies
295	PlayerInfoTab4	Actors
296	PlayerInfoTabHome_Rank0	Building storey
297	PlayerInfoTabHome_Rank1	Actor amount
298	PlayerInfoTabHome_Rank2	Friend amount
299	PlayerInfoTabHome_Rank3	Market occupied
300	PlayerInfoTabHome_Rank4	Trophy amount
301	PlayerInfoTabHome_Rank5	Depot storage
302	PlayerInfoTabCareer_Rank0	Movie filmed
303	PlayerInfoTabCareer_Rank1	Total movie amount
304	PlayerInfoTabCareer_Rank2	Total box-office
305	PlayerInfoTabCareer_Rank3	Orders completed
306	PlayerInfoTabTrophy_Rank0	Best Art Movie Award won
307	PlayerInfoTabCareer_Rank4	Highest production line level
308	PlayerInfoTabTrophy_Rank1	Best Performance Movie Award won
309	PlayerInfoTabCareer_Rank5	Business handled
310	PlayerInfoTabCareer_Rank6	Conference completed
311	PlayerInfoTabCareer_Rank7	Fans visited
312	PlayerInfoTabCareer_Rank8	Top Ranking times:
313	PlayerInfoTabTrophy_Rank2	Golden Olive Award won
314	PlayerInfoTabTrophy_Rank00	Best Actor won:
315	PlayerInfoTabTrophy_Rank11	Best Actress won:
316	PlayerInfoTabTrophy_Rank22	Best Perform Movie won:
317	PlayerInfoTabTrophy_Rank3	Best Art Movie won:
318	PlayerInfoTabTrophy_Rank4	Most Popular Movie won:
319	PlayerInfoTabTrophy_Rank5	Gold Cedar Award won:
320	PlayerInfoTabTrophy_Rank6	Silver Fox Award won:
321	PlayerInfoTabTrophy_Rank7	Venus Award:
322	PlayerInfoTabTrophy_Rank8	Sour Lemon Award won:
323	PlayerInfoTabFilm_Rank0	Best audience evalution movie
324	PlayerInfoTabFilm_Rank1	Best sell movie
325	PlayerInfoTabFilm_Rank2	Horror movie made
326	PlayerInfoTabFilm_Rank3	Suspense movie made
327	PlayerInfoTabFilm_Rank4	Musical movie made
328	PlayerInfoTabFilm_Rank5	Comedy movie made
329	PlayerInfoTabFilm_Rank6	Cartoon movie made
330	PlayerInfoTabFilm_Rank7	Drama movie made
331	PlayerInfoTabFilm_Rank8	Romance movie made
332	PlayerInfoTabFilm_Rank9	Action movie made
333	PlayerInfoTabActor_Rank0	Most box-office appeal actor
334	PlayerInfoTabActor_Rank1	Most Award-winning actor
335	PlayerInfoTabActor_Rank1Value	{0}
336	PlayerInfoTabActor_Rank2	Actor who shot most movies
337	PlayerInfoTabActor_Rank2Value	{0}
338	PlayerInfoTabActor_Rank3	Favorite actor
339	PlayerInfoTabActor_Rank3Value	{0}
340	PlayerInfoTabActor_Rank4	Most valued actor
341	PlayerInfoTabActor_Rank4Value	{0}
342	PlayerInfoTabActor_Rank5	Most trust actor
343	PlayerInfoTabActor_Rank5Value	{0}
344	StoryFindTime	Remaining:
345	StoryTitle	Script
346	StoryCollect	Collect Script
347	StoryFind	Search
348	StoryCompleteAllChallenge	Complete all challenges
349	StoryAchieve	Achievements
350	ZuiGaoPiaoFang	Best box-office
351	OscarRewardNameDesc_7	Total box-office ranking: {0} ({1})
352	StoryDesc1	{0} when use this set
353	StoryDesc2	Add {1}% {0}
354	StoryAchieveTarget1	Film {0}/5 times
355	StoryAchieveTarget2	Media Evalution is 8 or above for {0}/3 times
356	OscarRewardNameDesc_8	Movies filmed today: {0}
357	StoryAchieveTarget3	Box-office great or above for {0}/5 times
358	StorySou	Search
359	StoryRewardTitle	Reward
360	StoryRemainNotEnough	Insufficient remaining times
361	StoryContentEmpty	Content is empty
362	StoryContentToMax	Content should be within 50 characters
363	StoryContentSpace	Can't start with blank
364	StoryContentBlockWord	Illegal characters contained
365	SendMsg	Send
366	StoryInputPromptText	Send my review
367	StoryAchievementDesc	Atctor may gain a burst after achievement reached
368	TheBoxHasPut	This box is filled
369	StoryAchievementTitle	Achievement goal
370	StoryGetReward	COLLECT
371	ProduceTime	Single produce time: {0}
372	ProduceGrade	Rank {0}
373	ProduceLevel	Lv.{0}
374	SureDeleteOrder	Are you sure to decline this order? It'll take some time for another order to come~ (Items in box will be deleted too)
375	ProduceSkillType1	Line amount
376	ProduceSkillType2	Max storage
377	ProduceSkillType3	Decrease produce time
378	ProduceSkillType4	Single produce amount
379	ProduceActorTitle	Select actor
380	ProduceOffActorTitle	Actor is in [{0}]
381	RefuseOrder	Decline order
382	ProduceQuickBtnName	Auto-produce
383	ProduceQuickAwardBtnName	Auto-receive
384	ProduceStart	Start
385	ProduceItemStore	Storage
386	ProduceUnlock	Unlock
387	ProduceActorBusy	Busy
388	ProduceActorFree	Not assigned
389	ProduceOffActor	Cancel assignment
390	NeedCompleteBox	Need to fill the box first
391	OrderNeedTitle	Furfill fansclub's wish will let them support us more
392	OrderNeed	Order requirement
393	OrderCompleteReward	Complete reward
394	OrderExtraReward	Extra effect
395	OrderNoneOrder	No orders for now
396	ArealyGotReward	Claimed
397	OrderNewOrderWay	You can receive noew orders by filming movies or advertising
398	OrderSortOrder	Order in line: {0}
399	OrderCooperationComfirmTitle	Sponsor
400	OrderTheBoxHasPut	This box is filled
401	OrderSureDeleteOrder	Are you sure to decline this order? It'll take some time for another order to come~ (Items in box will be deleted too)
402	OrderRefuseOrder	Decline order
403	OrderComplete	Complete
404	OrderNeedCompleteBox	Need to finish filling the box
405	NeedCompleteBoxNum	Requires complete {0} orders
406	OrderRewardTitle	Gain rewards
407	OrderArealyGotReward	Collected
408	OrderNeedCompleteBoxNum	Complete {0} orders
409	OrderCooperation	Cooperator
410	VisitNextFansNum	Fans awaiting: {0}/{1}
411	VisitStartBtnOk	GO
412	VisitAutoReceive	Auto-receive
413	VisitFansTomeetActor	Hi boss, there's fans come to visit
414	VisitNextVisitActor	We've got {0} fans awaiting in our reception room, do you want to meet them now?
415	VisitNextFans	NEXT
416	VisitHaveOtherFansWaiting	Already have fans awaiting
417	VisitDonotHaveFans	No fans visiting now
418	VisitFansWantMeet	Fans expect to see
419	BusinessRemainRead	Awaiting approval: {0}/{1}
420	BusinessSendName	From: {0}
421	BusinessNextPage	Next Page
422	BusinessReadNewMsg	Loading…
423	BusinessDonotHaveBusiness	No business
424	BusinessGet	Get reward
425	MeetingNextNum	Conference awaiting {0}/{1}
426	MeetingInMeeting	In Meeting
427	MeetingVisitCompany	Boss, {0}'s negotiator has been waiting for you
428	MeetingStartOkBtnText	OK
429	MeetingStartCancelBtnText	DECLINE
430	MeetingMantianYaojia	Even higher
431	MeetingTaojiahuanjia	Rise price
432	MeetingChengjiao	Deal
433	MeetingChengjiaoSure	OK
434	MeetingHuijue	DECLINE
435	MeetingBye	BYE
436	MeetingGameStop	STOP
437	MeetingRewardTitle	Reward
438	MeetingNext	{0}'s negotiator has been waiting for a while, do you want to start conference now?
439	MeetingNextMeet	Next Conference
440	MeetingNeedAddPiece	Raise price
441	TaskArrangement	Daily Task
442	ActorExperciser	Trainer
443	ActorExperciserStart	Click "+" to choose actor to train
444	ActorExperciserOn	Finish in:
445	ActorExperciseMaxLine	Training quene is full
446	ActorExperciseUnlock	Start new training requires
447	ActorExperciseQuick	Speeding up training requires
448	ActorExperciceCompleteDesc	Click to finish training
449	ActorExperciceKey	Actor exp
450	MissionPanelTipMsg	Task Info
451	NoticeTitle	Notice
452	NoticeServerClose	Server maintaining, please quit game
453	RankText	No.{0}
454	MarketOccupe	City occupied {0}/{1}
455	MarketChangeHomeContent	Can only send brand ambassador in the city where our HQ is located, do you want to switch HQ?
456	MarketChangeHomeTitle	Switch HQ
457	MarketAddFansTip	Benefiting from our advertising
458	MarketAddFansInfo	Fans amount + {1}
459	MarketLvUpNeedFans	{0} Fans needed to upgrade
460	MarketShare	Market occupy progress
461	MarketReward	Gain reward
462	MarketActorPromot	Promote
463	MarketNoSecretary	Do you want to hire a secretary?
464	MarketPublicityInfo	According to our survey, the local audience prefer {0} |n|If we assign the right actor, our advertising will be more effective!
465	MarketSelectActor	Select Spokesperson for {0}
466	MarketSelectActorForCity	Select Brand Ambassdor for {0}
467	StreetCinemaInfo	{0} Theaters ({1})
468	StreetTitle	Match [color=#ffffff]group {0}[/color] on {1}
469	OscarTitle	{1}, {0}
470	StreetCongratulateSelf	Cannot congrat yourself
471	BagSelectNum	Choose Amount
472	BagNeedMoreItem	Need {0} more to continue
473	BagSelectCompoundNum	Choose Amount
474	BagCompound	Compound
475	BagSelectGive	Select actor
476	BagSelectGiveNum	Choose Amount
477	BagGive	SEND
478	BagSelectResolveNum	Choose Amount
479	BagResolve	Resolve
480	BagSelectSaleNum	Choose Amount
481	BagSale	Sell
482	BagSelectUseNum	Choose Amount
483	BagUse	USE
484	ShopGive	EXTRA
485	ShopDayLimit	Today's Deals
486	ShopWeekLimit	Weekly Deals
487	RechargeTitle	Top-up
488	RechargeTipsMsg	Top-up Info
489	ShopAvailable	Available for {0} days
490	OscarName	Oskar
491	OscarRewardNameDesc_6	Best of the Day:
492	OscarRewardNameDesc_9	Great or above:
493	OscarRewardValueDesc_7	No.{0} [color=#e3b121]（{1}）[/color]
494	OscarRewardValueDesc_8	Movies filmed today: {0}
495	OscarRewardValueDesc_9	{0}
496	OscarRewardInfoDesc_6	Box-office ranking: {0} ({1})
497	OscarRewardNoMovie	No movie filmed
498	OscarDanmuLong	Review length should be between [4-100]
499	OscarDanmuSpace	Can't start with blank
500	OscarDanmuBlockword	Illegal characters contained
501	OscarMovie	{0} is wrapped!
502	SystemGoOtherFunction_Title	Notice
503	SystemGoOtherFunction_Desc_1	Insufficient skill exp-you can train actors in training room!
504	SystemGoOtherFunction_Desc_2	Are you sure to spend magnifier to search for new actors? (Note that current actors'll leave after you do that)
505	SystemGoOtherFunction_Go_1	GO
506	SystemGoOtherFunction_Go_2	Magnifier
507	SecretaryRemainAutoReadNum	Auto-approve {0}
508	SecretaryRemainAutoVisitNum	Auto-receive {0}
509	SecretaryRemainAutoPublicizeNum	Auto-advertise {0}
510	SecretaryForeverAgent	Secretary
511	SystemDisAllowHaveNumber	Can't contain number
512	SystemDisAllowHaveStartLastNumber	Can't start or end with number
513	StateText	Completeness:
514	SexTip	Select your actor
515	LanguageSettings	Language
516	FeedBackSettings	Feedback
517	SwitchAccount	Switch Account
518	SwitchLanguage	Switch Language
519	SureaSwitchAccount	Are you sure to switch account?
520	MailTitle	MAIL
521	DeleteRead	DELETE READ
522	ToReader	Dear director:
523	ReawrdMsg	Rewards:
