int	string	string
189	gainEvaluationOver	最终收益：{0}
190	gainEvaluation	收益评价：{0}/分钟
191	GZMax	已经提升到最大等级
192	CinemaSignTip	请先签约院线！
193	NineToFiftyTip	为保证比赛公平，21点55分之后到比赛结束前将无法拍摄电影！请各位导演周知，以免造成不必要的损失！
194	NineToFiftyFiveTip	很抱歉，为保证比赛公平，21点55分后将无法进行电影拍摄, 比赛结束后您就可以照常进行拍摄啦~
195	FilmLongTime	{0}分钟
196	FilmKouBei	观众口碑：{0}
197	ActivityTitle	活动大厅
198	WelfTitle	福利大厅
199	NoGetReward	未登录
200	GetReward	领取
201	Secretary_DailyGiftTitle	每日礼包
202	Secretary_NeedBuySecretary	你需要购买小秘书
203	Secretary_GetRewardDailySecretary	礼包每日购买一次
204	Secretary_AlreadyPurchased	已购买
205	Buy	购买
206	SureBuy	确认购买
207	Buyed	已购买
208	Secretary_GetWelfare	领取福利
209	CooperateTaskType10	拍摄一部电影
210	StoryRemainFindTime	搜罗次数:{0}/{1}
211	CooperateTaskType11	|n|类型：{0}
212	CooperateTaskType12	|n|媒体评分：{0}分
213	CooperateTaskType13	|n|口碑：{0}分
214	CooperateTaskType14	|n|剧本：{0}星
215	CooperateTaskType15	|n|收益：{0}
216	CooperateTaskType20	完成{0}次会议、公务或粉丝探班
217	CooperateTaskType30	完成{0}次订单
218	CooperateTaskType40	领取{0}个{1}
219	CooperateTaskType50	领取{0}个任意周边产品
220	CooperateTaskType60	领取{0}次城市收益
221	CooperateTaskType70	完成{0}次艺人培养
222	CooperateTaskType80	消费{0}钻石
223	CooperateTaskType90	完成{0}次星探搜索
224	CooperateTaskType100	完成{0}次剧本搜罗
225	CooperateTaskProgress	|n|（{0}/{1}）
226	CooperateReceiveBtn	接受
227	CooperateassistBtn	协助
228	CooperategetBtn	领取
229	CooperateassitingText	协助中
230	CooperateHaveTaskText	你已经接受任务了，请完成后再次领取任务
231	CooperationApplyTitle	合作请求
232	CooperationremindTip	每周最多能与3家不同公司合作
233	CooperationrefuseBtn	拒绝
234	CooperationreceiveBtn	同意
235	CooperationApplyTip	希望与你签署合作协议，是否同意?
236	CooperationEndTitle	解除合作
237	CooperationEndTip1	是否解除合作关系？
238	CooperationEndTip2	注意：每周只能和三家不同的公司进行合作。
239	CooperationMainPanelTitle	公司合作
240	Cooperationtext1	首次建立合作关系可得：
241	Cooperationtext2	与熟人之间建立合作：
242	Cooperationtext3	公开寻找合作公司：
243	Cooperationremind	首次账号查找建立合作提示
244	Cooperationintro	填写对方ID
245	CooperationinviteBtn1	发出邀请
246	CooperationinviteBtn2	公开邀请
247	CooperationdisinviteBtn	取消邀请
248	CooperationMainPanelTip1	请输入对方用户id
249	CooperationMainPanelTip2	请稍候再次输入
250	CooperationMainPanelID	本地玩家ID： {0}
251	CooperationRealtionshipTitle	合作任务
252	CooperationRealtionshipTip	星级越高奖励越好！
253	CooperationRealtionshiprelieveBtn	解除
254	CooperationGiveRewardDollar	赠送美元
255	CooperationGiveRewardGold	赠送金币
256	Floor	第{0}层
257	BuildFloor	扩建第{0}层
258	BuildUpgrade	升级至{0}级
259	BuildUpgrade_UBB	[color=#66ff66]升级至{0}级[/color]
260	CompanyLevel	LV.{0}解锁
261	BuildEffect	建筑作用：
262	BuildLevelEffect	升级效果：
263	BuildLevelup	升级
264	BuildConfirm	确认
265	BuildLevel	等级{0}
266	BuildFloorAlert	确认要扩建{0}层吗？
267	BuildTitle	建造
268	ActorExperciseExpedite	加速
269	BuildFloorFailLevel	需要公司等级达到：{0}
270	BuildFloorFailCity	需要占领城市：{0}. {1}
271	BuildActorRoomTalentNpc	星探
272	BuildActorRoomTrainerNpc	培训师
273	LincenceMax	拍摄许可证达到上限
274	ArtistDicUITitle	艺人名录
275	ArtistDicUInotHired	未获得此艺人
276	ArtistDicUIStar	星级
277	ArtistDicUICountry	国籍
278	ArtistDicUISex	性别
279	ArtistDicUIAge	年龄类型
280	ArtistDicUIShow	表演类型
281	ArtistDicUIDefName	原艺名：
282	ArtistDicUIHowHave	如何签约该艺人？
283	ArtistDicUIPinglun	请输入留言内容
284	ArtistDicUINoActor	没有符合筛选条件的艺人
285	ArtistDicUINoPinglun	暂时没有玩家留言
286	ArtistDicUIPinglunTitle	留言薄：
287	PlayerUpgradeGetAward	Recieve
288	PlayerSelfSignature	编辑个人简介
289	PlayerSignature	添加一个有个性的简介，说不定就能邂逅一个跟你一样有趣的灵魂~
290	ItemHave	拥有：
291	PlayerInfoTab0	主界面
292	PlayerInfoTab1	生涯
293	PlayerInfoTab2	宝物
294	PlayerInfoTab3	电影
295	PlayerInfoTab4	艺人
296	PlayerInfoTabHome_Rank0	建筑层数
297	PlayerInfoTabHome_Rank1	艺人数量
298	PlayerInfoTabHome_Rank2	好友数量
299	PlayerInfoTabHome_Rank3	市场占领
300	PlayerInfoTabHome_Rank4	宝物数量
301	PlayerInfoTabHome_Rank5	仓库容量
302	PlayerInfoTabCareer_Rank0	拍摄过的电影数
303	PlayerInfoTabCareer_Rank1	上映电影总数
304	PlayerInfoTabCareer_Rank2	得到的票房总数
305	PlayerInfoTabCareer_Rank3	完成的订单数量
306	PlayerInfoTabCareer_Rank4	解锁过的最高档生产线
307	PlayerInfoTabCareer_Rank5	完成公务次数
308	PlayerInfoTabCareer_Rank6	会议达成协议次数
309	PlayerInfoTabCareer_Rank7	粉丝成功拜访次数
310	PlayerInfoTabTrophy_Rank0	最佳艺术电影得奖次数
311	PlayerInfoTabCareer_Rank8	得到过多少次分组第一
312	PlayerInfoTabTrophy_Rank00	最佳男演员得奖次数
313	PlayerInfoTabTrophy_Rank11	最佳女演员得奖次数
314	PlayerInfoTabTrophy_Rank22	最佳表演电影得奖次数
315	PlayerInfoTabTrophy_Rank3	最佳艺术电影得奖次数
316	PlayerInfoTabTrophy_Rank1	最佳表演电影得奖次数
317	PlayerInfoTabTrophy_Rank4	最受欢迎电影得奖次数
318	PlayerInfoTabTrophy_Rank5	金杉树奖得奖次数
319	PlayerInfoTabTrophy_Rank6	银狐奖得奖次数
320	PlayerInfoTabTrophy_Rank7	金星人奖得奖次数
321	PlayerInfoTabTrophy_Rank2	金橄榄奖得奖次数
322	PlayerInfoTabTrophy_Rank8	酸柠檬奖得奖次数
323	PlayerInfoTabFilm_Rank0	大众口碑最高的电影
324	PlayerInfoTabFilm_Rank1	票房最高的电影
325	PlayerInfoTabFilm_Rank2	拍摄过的恐怖片数量
326	PlayerInfoTabFilm_Rank3	拍摄过的悬疑片数量
327	PlayerInfoTabFilm_Rank4	拍摄过的歌舞片数量
328	PlayerInfoTabFilm_Rank5	拍摄过的喜剧片数量
329	PlayerInfoTabFilm_Rank6	拍摄过的动画片数量
330	PlayerInfoTabFilm_Rank7	拍摄过的叙事片数量
331	PlayerInfoTabFilm_Rank8	拍摄过的爱情片数量
332	PlayerInfoTabFilm_Rank9	拍摄过的动作片数量
333	PlayerInfoTabActor_Rank0	票房号召力最强的艺人
334	PlayerInfoTabActor_Rank1	得奖最多的艺人
335	PlayerInfoTabActor_Rank1Value	{0}次
336	PlayerInfoTabActor_Rank2	拍摄电影最多的艺人
337	PlayerInfoTabActor_Rank2Value	{0}部
338	PlayerInfoTabActor_Rank3	最偏爱的艺人
339	PlayerInfoTabActor_Rank3Value	赠送{0}个
340	PlayerInfoTabActor_Rank4	最重视的艺人
341	PlayerInfoTabActor_Rank4Value	培养{0}次
342	PlayerInfoTabActor_Rank5	最信赖的艺人
343	PlayerInfoTabActor_Rank5Value	技能共{0}级
344	StoryFindTime	搜罗次数:
345	StoryTitle	剧本
346	StoryCollect	集齐剧本
347	StoryFind	搜罗剧本
348	StoryCompleteAllChallenge	完成所有挑战
349	StoryAchieve	剧本成就
350	ZuiGaoPiaoFang	最高票房
351	StoryDesc1	用本组剧本拍摄电影时{0}
352	StoryDesc2	{0}属性增加{1}%
353	StoryAchieveTarget1	剧本拍摄{0}/5次
354	StoryAchieveTarget2	媒体评分8分或以上{0}/3次
355	StoryAchieveTarget3	票房档次大卖或以上{0}/5次
356	StorySou	搜罗
357	StoryRewardTitle	奖励
358	StoryRemainNotEnough	剩余次数不足
359	StoryContentEmpty	内容不能是空的
360	StoryContentToMax	内容长度不得超过50
361	StoryContentSpace	内容开头结尾不能有空格
362	OscarRewardNameDesc_7	总票房第{0}名（{1}）
363	StoryContentBlockWord	内容中有屏蔽字符
364	SendMsg	发送
365	StoryInputPromptText	发表我的影评
366	StoryAchievementDesc	成就达成后拍摄时艺人可能会状态爆发
367	StoryAchievementTitle	成就目标
368	StoryGetReward	领取奖励
369	OscarRewardNameDesc_8	今日拍摄电影达到{0}部
370	ProduceTime	每次生产时间：{0}
371	ProduceGrade	第{0}档
372	ProduceLevel	等级{0}
373	ProduceSkillType1	队列数量
374	ProduceSkillType2	存储上限
375	ProduceSkillType3	时长减免
376	ProduceSkillType4	每次产出
377	ProduceActorTitle	请选择艺人
378	ProduceOffActorTitle	正在进行[{0}]的艺人
379	ProduceQuickBtnName	一键生产
380	ProduceQuickAwardBtnName	一键领取
381	ProduceStart	开始生产
382	ProduceItemStore	库存
383	ProduceUnlock	解锁
384	TheBoxHasPut	该箱子已装箱完毕
385	ProduceActorBusy	忙碌
386	ProduceActorFree	空闲
387	ProduceOffActor	取消派遣
388	OrderNeedTitle	满足粉丝会的需求会让他们更加沉迷
389	OrderNeed	订单需求
390	SureDeleteOrder	我们要拒绝这个订单吗？需要过一段时间才能收到新的订单哦~~（已装箱资源会被扣除）
391	OrderCompleteReward	完成报酬
392	OrderExtraReward	额外效果
393	OrderNoneOrder	暂无更多订单
394	OrderNewOrderWay	拍电影、市场宣传，都可能获得新订单
395	OrderSortOrder	排队订单：{0}
396	OrderCooperationComfirmTitle	资助
397	OrderTheBoxHasPut	该箱子已装箱完毕
398	OrderSureDeleteOrder	我们要拒绝这个订单吗？需要过一段时间才能收到新的订单哦~~（已装箱资源会被扣除）
399	OrderRefuseOrder	拒绝订单
400	RefuseOrder	拒绝订单
401	OrderComplete	完成
402	OrderNeedCompleteBox	需要先完成装箱
403	OrderRewardTitle	获得奖励
404	OrderArealyGotReward	已经领取过奖励
405	OrderNeedCompleteBoxNum	需要完成订单{0}个
406	OrderCooperation	合作者
407	VisitNextFansNum	待接见粉丝数量：{0}/{1}
408	VisitStartBtnOk	嗯，去找
409	VisitAutoReceive	自动接待
410	VisitFansTomeetActor	老板，有粉丝想见我司艺人
411	NeedCompleteBox	需要先完成装箱
412	VisitNextVisitActor	接待室还有{0}名粉丝，是否现在接待
413	VisitNextFans	下一个粉丝
414	VisitHaveOtherFansWaiting	当前已经有粉丝正在等待
415	VisitDonotHaveFans	当前没有粉丝
416	VisitFansWantMeet	粉丝想见
417	BusinessRemainRead	待批阅：{0}/{1}
418	BusinessSendName	发件人：{0}
419	ArealyGotReward	已经领取过奖励
420	BusinessNextPage	下一页
421	BusinessReadNewMsg	读取新任务
422	BusinessDonotHaveBusiness	没有公务
423	BusinessGet	获得
424	MeetingNextNum	待接见会议数量{0}/{1}
425	MeetingInMeeting	在会议中
426	MeetingVisitCompany	老板，{0}的谈判代表已等候多时了。
427	MeetingStartOkBtnText	嗯，开会
428	MeetingStartCancelBtnText	拒绝
429	NeedCompleteBoxNum	需要完成订单{0}个
430	MeetingMantianYaojia	漫天要价
431	MeetingTaojiahuanjia	讨价还价
432	MeetingChengjiao	成交
433	MeetingChengjiaoSure	成交确认
434	MeetingHuijue	回绝
435	MeetingBye	再见
436	MeetingGameStop	停
437	MeetingRewardTitle	奖励
438	MeetingNext	{0}的会议代表已在门外等候多时，是否马上接见？
439	MeetingNextMeet	下一个会议
440	MeetingNeedAddPiece	不太满意需要加价
441	TaskArrangement	今天的日程安排
442	ActorExperciser	训练师
443	ActorExperciserStart	点击加号选择艺人进行训练
444	ActorExperciserOn	完成训练剩余时间
445	ActorExperciseMaxLine	训练队列已达到上限
446	ActorExperciseUnlock	开始新的训练需要
447	ActorExperciseQuick	加速训练需要
448	ActorExperciceCompleteDesc	点击完成训练
449	ActorExperciceKey	艺人经验
450	MissionPanelTipMsg	日程任务提示信息
451	NoticeTitle	提示
452	NoticeServerClose	服务器开始维护， 请退出游戏
453	RankText	第{0}名
454	MarketOccupe	已占领城市{0}/{1}
455	MarketChangeHomeContent	只能在经营总部所在城市派驻形象大使，是否更换总部
456	MarketChangeHomeTitle	更换总部所在城市
457	MarketAddFansTip	得益于公司的市场推广
458	MainTaskAddFansTip	得益于主线任务奖励
459	MarketAddFansInfo	{0}粉丝数 +{1}
460	MarketLvUpNeedFans	公司还需要{0}个粉丝即可升级
461	MarketShare	市场占有率
462	MarketReward	获得奖励
463	MarketActorPromot	提升{0}
464	MarketNoSecretary	您还没有购买终身秘书，是否立即购买
465	MarketPublicityInfo	根据调查，当地观众比较青睐{0}若能找到相关艺人来进行市场代言，将会事半功倍！
466	MarketSelectActor	请选择代言人在 {0} 宣传
467	MarketSelectActorForCity	请选择 {0} 的形象大使
468	MarketMaxAsset	最多存储{0}小时收益
469	StreetCinemaInfo	{0}家电影院（{1}）
470	StreetTitle	Match [color=#ffffff]group {0}[/color] on {1}
471	OscarTitle	{1},{0}
472	StreetCongratulateSelf	不能祝贺自己
473	BagSelectNum	选择数量
474	BagNeedMoreItem	物品不足，还需要{0}个才能合成
475	BagSelectCompoundNum	选择要合成的数量
476	BagCompound	物品合成
477	BagSelectGive	选择赠送对象
478	BagSelectGiveNum	选择要赠送的数量
479	BagGive	物品赠送
480	BagSelectResolveNum	选择要拆分的数量
481	BagResolve	物品拆分
482	BagSelectSaleNum	选择要出售的数量
483	BagSale	物品出售
484	BagSelectUseNum	选择要使用的数量
485	BagUse	物品使用
486	BagSelectActor	请选择一名演员
487	ShopGive	送
488	ShopDayLimit	今日限购
489	ShopWeekLimit	每周限购
490	RechargeTitle	充值
491	RechargeTipsMsg	充值界面提示信息 提示信息 提示信息
492	ShopAvailable	有效期{0}天
493	OscarName	奥斯卡
494	OscarRewardNameDesc_6	今日最佳：
495	OscarRewardNameDesc_9	今日票房达到大卖：
496	OscarRewardValueDesc_7	总票房第{0}名[color=#e3b121]（{1}）[/color]
497	OscarRewardValueDesc_8	今日拍摄电影达到{0}部
498	OscarRewardValueDesc_9	{0}部
499	OscarRewardInfoDesc_6	票房第{0}名（{1}）
500	OscarRewardInfoDesc_7	超过{0}%的{1}玩家（共{2}人）
501	OscarRewardNoMovie	未拍摄电影
502	OscarDanmuLong	弹幕规定长度为【4-100】
503	OscarDanmuSpace	弹幕开头和结尾不能有空格
504	OscarDanmuBlockword	弹幕中有非法字符
505	OscarMovie	我的《{0}》拍摄完成
506	SystemGoOtherFunction_Title	提示
507	SystemGoOtherFunction_Desc_1	技能经验不足，可以安排艺人前往训练室训练已获得技能经验
508	SystemGoOtherFunction_Desc_2	星探次数还在恢复或者今日次数已用完，可以使用星探卡立刻进行一次星探（使用后当前未招募的艺人会离开）
509	SystemGoOtherFunction_Go_1	前往训练
510	SystemGoOtherFunction_Go_2	星探放大镜
511	SecretaryRemainAutoReadNum	自动批阅次数{0}
512	SecretaryRemainAutoVisitNum	自动接待次数{0}
513	SecretaryRemainAutoPublicizeNum	自动宣传次数{0}
514	SecretaryForeverAgent	终身秘书
515	SystemDisAllowHaveNumber	不能含有数字
516	SystemDisAllowHaveStartLastNumber	开头结尾不能含有数字
517	StateText	完成度:
518	SexTip	请选择你喜欢的艺人
519	LanguageSettings	语言
520	FeedBackSettings	反馈
521	SwitchAccount	切换账号
522	SwitchLanguage	切换语言
523	SureaSwitchAccount	是否确认切换账号？
524	MailTitle	邮件
525	DeleteRead	删除已读
526	ToReader	致玩家：
527	ReawrdMsg	奖励内容：
