int	string	string	string	string
30	Building - BuildFloorAlert	d062jvkgcpc911m-n7_cpc9	alert_title	
31	Bag - BagItemInfo	wdrb9z06n9f00-n103_ow2j	btnResolve	
32	Bag - BagItemInfo	wdrb9z06n9f00-n104_ow2j	btnGive	
33	Bag - BagItemInfo	wdrb9z06n9f00-n105_ow2j	btnCompound	
34	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-0	listTab	
35	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-1	listTab	
36	Building - BuildRoomTips	d062jvkgi24u12c-n31_i24u	effectText2	
37	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-2	listTab	
38	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-3	listTab	
39	Bag - BagMainPanel	wdrb9z06n9f02-n67_xl2j	n67	
40	Bag - btnTab	wdrb9z06kvagr-n4	title	
41	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n28_w5tk	txt_companyLevel	
42	Bag - MarketLabAsset	wdrb9z06nd2w11-n3_hz8v	title	
43	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n71_hxi2	title	
44	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n79_swip	tipNoActor	
45	Building - btn_buildFloor	d062jvkgcpc911k-n7_cpc9	Title	
46	Building - btn_buildRoom	d062jvkg8zgr3n-n9_mmlr	Title	
47	Building - btn_confirm	d062jvkgcpc911e-n4_cpc9	Title	
48	Building - btn_levelup	d062jvkgcpc911d-n4_cpc9	Title	
49	Building - btn_roomBuild	d062jvkgw5tk11y-n7_cpc9	Title	
50	Building - btn_roomExpand	d062jvkgw5tk11z-n7_cpc9	Title	
51	Building - NextLevelProp	d062jvkgcpc911c-n17_cpc9	title	
52	Building - btn_roomTitle	d062jvkg8zgr3m-n4	title	
53	Building - BuildRoom	d062jvkgor9t1-n33_xw64	buildFloorInfo	
54	Building - BuildRoomTips	d062jvkgi24u12c-n30_i24u	effectText1	
55	Building - BuildRoomTips	d062jvkgi24u12c-n36_fv9e	effectValue1	
56	Building - BuildRoomTips	d062jvkgi24u12c-n33_fv9e	effectText2	
57	Building - BuildRoomTips	d062jvkgi24u12c-n35_fv9e	effectValue2	
58	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n29_w5tk	txt_name	
59	Building - roomInfoItem	d062jvkgcpc911i-n7_cpc9	room_level	
60	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n43_9zjb	maxLevelDesc	
61	Building - BuildRoomUpgradeSuccess	d062jvkgcpc911n-n6_cpc9	roomName	
62	Building - BuildUpgradePropitem	d062jvkgfv9e13e-n20_w5tk	title	
63	Building - LevelupNextProp	d062jvkg9zjb13j-n17_cpc9	title	
64	Building - CurLevelProp	d062jvkgcpc911b-n17_cpc9	title	
65	Building - propitem	d062jvkgcpc911a-n20_w5tk	title	
66	Building - roomInfoItem	d062jvkgcpc911i-n6_cpc9	room_title	
67	Building - roomInfoLockItem	d062jvkgcpc911j-n23_cpc9	room_title	
68	Building - roomInfoLockItem	d062jvkgcpc911j-n28_cpc9	reason	
69	Common - AssetItem	txcuvopddtlg2n-n4_cpc9	Title	
70	Common - BtnConfirm	txcuvopdsc1s30-n4_cpc9	Title	
71	Common - BtnGreen	txcuvopdj3a33m-n4_cpc9	Title	
72	Common - BtnYellow	txcuvopdj3a33l-n4_cpc9	title	
73	Common - ButtonBlueSmall	txcuvopdx9zq4k-n2_x9zq	title	
74	Common - ButtonTipBlue	txcuvopdx9zq4s-n1_fawn	text	
75	Common - ButtonTipYellow	txcuvopdfawn4u-n2_fawn	title	
76	Common - ButtonYellowIconBig	txcuvopdrrsjaa-n2_x9zq	title	
77	Common - CommonAssetItem	txcuvopdib9zb5-n19_mk9y	num	
78	Common - CommonButton	txcuvopdoapb9z-n1_hz3m	title	
79	Common - GetWayAlert	txcuvopde57g2b-n12_o11z	lbl	
80	Common - GetWayAlert	txcuvopde57g2b-n9_cpc9	descTxt	
81	Common - GetWayAlert	txcuvopde57g2b-n19_o11z	n19	
82	Common - GetWayItem	txcuvopde57g2e-n23_o11z	title	
83	Common - ItemCellView	txcuvopdjdsf11-n60_jdsf	title	
84	Common - ProgressBarBlue	txcuvopdfawn4y-n2_fawn	value	
85	Common - ProgressBarMain	txcuvopdhh7651-n2_fawn	value	
86	Common - ButtonBlueBig	txcuvopdx9zq4n-n2_x9zq	text	
87	Common - ProgressBarRed	txcuvopdfawn4v-n2_fawn	value	
88	Common - ProgressBarYellow	txcuvopdfawn4x-n2_fawn	value	
89	Common - SkillEffectUI	txcuvopdi2p1ap-n15_dphp	desc	
90	Common - SkillEffectUI	txcuvopdi2p1ap-n16_dphp	title	
91	Common - Slider	txcuvopdnsfy29-n9_nsfy	n5	
92	Common - StoryItem	txcuvopdcwjyay-n81_cwjy	title	
93	Common - SystemAddFansMessage	txcuvopdfbam2m-n3_fbam	title	
94	Common - SystemAddFansMessage	txcuvopdfbam2m-n4_fbam	content	
95	Common - SystemAddFansMessage	txcuvopdfbam2m-n6_fbam	tip	
96	Common - ButtonPurpleBig	txcuvopdx9zq4m-n2_x9zq	text	
97	Common - SystemAddFansMessage	txcuvopdfbam2m-n10_fbam	n10	
98	Common - SystemAlertGift	txcuvopdcwjyau-n4_hh76	title	
99	Common - SystemAlertGift	txcuvopdcwjyau-n5_hh76	des	
100	Common - SystemAlertTextIconMessage	txcuvopdib9zb4-n2_ib9z	content	
101	Common - SystemGetItemMessage	txcuvopdmu1z2b-n6_mu1z	n6	
102	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n4_hh76	title	
103	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n5_hh76	des	
104	Common - ButtonPurpleSmall	txcuvopdx9zq4l-n2_x9zq	text	
105	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n8_kk9x	name	
106	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n9_kk9x	time	
107	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n10_kk9x	n10	
108	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n11_kk9x	n11	
109	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n18_kk9x	story	
110	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n20_kk9x	n20	
111	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n23_kk9x	n23	
112	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n32_kk9x	n32	
113	Common - ButtonYellowBig	txcuvopdx9zq4r-n2_x9zq	text	
114	Common - SystemSetNumMessage	txcuvopdnsfy23-n83_osuf	content	
115	Common - SystemSetNumMessage	txcuvopdnsfy23-n85_qw0i	title	
116	Common - SystemSetNumMessage	txcuvopdnsfy23-n86_qw0i	okBtn	
117	Common - Text22px	txcuvopdx9zq45-n0_x9zq	text	
118	Common - TopAssetItem	txcuvopdfv9ead-n26_dyfe	title	
119	Common - YellowBtn	txcuvopdnsfy25-n6_k1jx	title	
120	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n5_w3bv	name1	
121	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n6_w3bv	name2	
122	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n7_w3bv	level1	
123	Common - ButtonYellowSmall	txcuvopdx9zq4j-n2_x9zq	text	
124	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n8_w3bv	level2	
125	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n9_w3bv	remind	
126	Cooperation - CooperationApply	k9ycebr5w3bv3-n7_w3bv	name	
127	Cooperation - CooperationApply	k9ycebr5w3bv3-n8_w3bv	msg	
128	Cooperation - CooperationApply	k9ycebr5w3bv3-n9_w3bv	remind	
129	Cooperation - CooperationApply	k9ycebr5w3bv3-n10_w3bv	title	
130	Cooperation - CooperationEnd	k9ycebr5w3bv2-n3_w3bv	text1	
131	Cooperation - CooperationEnd	k9ycebr5w3bv2-n4_w3bv	text2	
132	Cooperation - CooperationEnd	k9ycebr5w3bv2-n6_w3bv	title	
133	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n3_w3bv	title	
134	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n9_w3bv	text1	
135	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n10_w3bv	text2	
136	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n11_w3bv	selfId	
137	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n12_w3bv	remind	
138	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n13_w3bv	intro	
139	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n14_w3bv	inviteBtn1	
140	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n18_w3bv	text3	
141	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n25_w3bv-prompt	otherID	
142	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n42_g8fc	introduce	
143	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n8_w3bv	title	
144	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n15_w3bv	name1	
145	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n16_w3bv	name2	
146	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n17_w3bv	level1	
147	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n18_w3bv	level2	
148	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n20_w3bv	des	
149	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n3_w3bv	des	
150	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n4_w3bv	receiveBtn	
151	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n16_w3bv	assitingText	
152	Cooperation - iconBtn	k9ycebr5g8fc2a-n7_g8fc	title	
153	GM - ButtonCorner	ujw583ypfv0td-n4	title	
154	GM - ButtonNoBG	ujw583ypcrnyi-n4	title	
155	GM - ButtonRect	ujw583ypc3i0h-n4	title	
156	GM - Checkbox	ujw583ypnb4ea-n4	title	
157	GM - GMAddItem	ujw583ypfv0tc-n3_fv0t	button	
158	GM - GMAddItem	ujw583ypfv0tc-n1_fv0t	title	
159	GM - GMAddItem	ujw583ypfv0tc-n2_fv0t	describe	
160	GM - GMAddPage	ujw583ypfbyi9-n5_fbyi	popupButton	
161	GM - GMAddPage	ujw583ypfbyi9-n8_fv0t	filterCheckbox	
162	GM - GMAddPage	ujw583ypfbyi9-n12_c3i0	listTopButton	
163	GM - GMAddPage	ujw583ypfbyi9-n13_c3i0	listBottomButton	
164	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n25_w3bv	otherID	
165	GM - GMCmdItem	ujw583ypket7n-n3_fv0t	button	
166	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n30_w3bv	time	
167	GM - GMCmdItem	ujw583ypket7n-n11_ket7	name	
168	GM - GMCmdPage	ujw583ypket7k-n13_ket7-0	list	
169	GM - GMCmdPage	ujw583ypket7k-n13_ket7-1	list	
170	GM - GMCmdPage	ujw583ypket7k-n13_ket7-2	list	
171	GM - GMCmdPage	ujw583ypket7k-n16_ket7	sendButton	
172	GM - GMCmdPage	ujw583ypket7k-n18_ket7	clearButton	
173	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-0	list	
174	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-1	list	
175	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-2	list	
176	GM - GMDebugPage	ujw583ypfbyi8-n11_sy3r	clearButton	
177	GM - GMDebugPage	ujw583ypfbyi8-n12_sy3r	refreshButton	
178	GM - GMDisplayTreePage	ujw583ypx6hov-n12_sy3r	refreshButton	
179	GM - GMDisplayTreePage	ujw583ypx6hov-n15_x6ho	showSelectButton	
180	GM - GMDisplayTreePage	ujw583ypx6hov-n16_x6ho	hideSelectButton	
181	GM - GMDisplayTreePage	ujw583ypx6hov-n17_x6ho	noSelectButton	
182	Cooperation - SecretaryCommon	k9ycebr5hh76d-n3_hh76	n3	
183	GM - GMDisplayTreePage	ujw583ypx6hov-n18_x6ho	parentLayerButton	
184	GM - GMDisplayTreePage	ujw583ypx6hov-n19_x6ho	setLayerButton	
185	Cooperation - SecretaryGiftPanel	k9ycebr5hh76b-n4_hh76	title	
186	GM - GMMain	ujw583yp9nrl0-n6_c3i0	closeButton	
187	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-0	menuList	
188	Cooperation - SecretaryGiftPanel	k9ycebr5hh76b-n5_hh76	des	
189	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-1	menuList	
190	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-2	menuList	
191	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-3	menuList	
192	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-4	menuList	
193	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n4_hh76	title	
194	GM - GMMenuButton	ujw583ypwl2t2-n4	title	
195	GM - GMPopupButton	ujw583ypm23g5-n4	title	
196	GM - GMPopupMenu	ujw583ypm23g4-n2-0	list	
197	GM - GMPopupMenu	ujw583ypm23g4-n2-1	list	
198	GM - GMPopupMenu	ujw583ypm23g4-n2-2	list	
199	GM - GMPopupMenu	ujw583ypm23g4-n2-3	list	
200	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n14_hh76	giftTitle	
201	GM - GMPopupMenu_item	ujw583ypm23g3-n3	title	
202	GM - GMSelectServerPage	ujw583ypket7j-n2-0	list	
203	GM - GMSelectServerPage	ujw583ypket7j-n2-1	list	
204	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n10_hh76	talkMsg	
205	GM - GMSelectServerPage	ujw583ypket7j-n2-2	list	
206	GM - GMSelectServerPage	ujw583ypket7j-n2-3	list	
207	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n21_hh76	msgTitle	
208	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-0	subMenu	
209	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-1	subMenu	
210	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-2	subMenu	
211	GM - GMSubMenuButton	ujw583ypfbyi7-n4	title	
212	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-0	subMenu	
213	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-1	subMenu	
214	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n16_hh76	iconName1	
215	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n17_hh76	iconName2	
216	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-2	subMenu	
217	GM - NumberInput	ujw583ypfv0tf-n7_c3i0	downButton	
218	GM - NumberInput	ujw583ypfv0tf-n8_c3i0	upButton	
219	GM - NumberInput	ujw583ypfv0tf-n10_c3i0-prompt	title	
220	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n18_hh76	iconName3	
221	GM - TextArea	ujw583ypket7m-n7_nb4e-prompt	title	
222	GM - TextInput	ujw583ypfv0tb-n7_nb4e-prompt	title	
223	GM - TextInputCenter	ujw583ypfv0tg-n7_nb4e-prompt	title	
224	GM - TreeItem	ujw583ypx6hot-n3_x6ho	title	
225	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n19_hh76	iconName4	
226	GM - TreeItemOpenCheckbox	ujw583ypx6how-n9_x6ho	close	
227	GM - TreeItemOpenCheckbox	ujw583ypx6how-n10_x6ho	open	
228	Guide - GuideDialog	toebkrsrhz3ms-n9_hz3m	title	
229	Guide - GuideFinishItem	toebkrsrgn0t17-n4_gn0t	title	
230	Cooperation - SecretaryMainPanel	k9ycebr5hh769-n13_hh76	n13	
231	Guide - GuideLeftDialog	toebkrsrgn0t1b-n2_gn0t	name	
232	Guide - GuideMainDialog	toebkrsrhz3mw-n7_hz3m	title	
233	Guide - GuideNpcIntroductionUI	toebkrsrs9dx1f-n25_s9dx	n25	
234	Guide - GuideNpcIntroductionUI	toebkrsrs9dx1f-n30_s9dx	desc	
235	Cooperation - SecretaryWelfareMsgItem	k9ycebr5hh76a-n0_hh76	msg	
236	Guide - GuideRightDialog	toebkrsrgn0t1c-n2_gn0t	name	
237	Guide - GuideTalkItem	toebkrsr9q7z1j-n18_9q7z	dialogr	
238	Guide - GuideTalkItem	toebkrsr9q7z1j-n19_r1go	testlabel	
239	Guide - GuideTaskItem	toebkrsrhz3m16-n17_hz3m	title	
240	Guide - GuideTaskRecordUI	toebkrsrhz3m15-n5_hz3m	title	
241	Guide - GuideTaskUI	toebkrsrhz3mz-n5_hz3m	title	
242	Guide - GuideTaskUI	toebkrsrhz3mz-n14_hz3m	desc	
243	Guide - WarNewspaperHeadlines	toebkrsr7vaw1l-n2_pvrg	title	
244	Login - AccountComboBoxItem	7znsj5i6dl322b-n0_mw5e	title	
245	Login - accountInput	7znsj5i6cpc91k-n20_eikn-prompt	txt_account	
246	Login - btn_accoutsec	7znsj5i6eikno-n5_eikn	n5	
247	Login - btn_forgot	7znsj5i6eiknn-n5_eikn	Title	
248	Login - btn_guest	7znsj5i6eiknk-n5_dyfe	n5	
249	Login - btn_guestlogin	7znsj5i68zgr1i-n5_dyfe	n5	
250	Login - btn_linkaccount	7znsj5i68zgr1j-n5_dyfe	n5	
251	Login - btn_login	7znsj5i6eikni-n5_dyfe	n5	
252	Login - btn_next	7znsj5i6cpc91y-n1_cpc9	n1	
253	Login - btn_onRegister	7znsj5i68zgr1e-n5_dyfe	n5	
254	Login - btn_register	7znsj5i6eiknj-n5_dyfe	n5	
255	Login - btn_userAgreement	7znsj5i68zgr1f-n5_k88i	title	
256	Login - CreatRole	7znsj5i6cpc91r-n4_cpc9	title_sex	
257	Login - CreatRole	7znsj5i6cpc91r-n17_w5tk-tips	nameInput	
258	Login - CreatRole	7znsj5i6cpc91r-n18_w5tk	sexTip	
259	Login - CreatRole	7znsj5i6cpc91r-n25_oh1c-0	sex	
260	Login - CreatRole	7znsj5i6cpc91r-n25_oh1c-1	sex	
261	Login - LoginGuest	7znsj5i6w5tk27-n58_w5tk	n58	
262	Login - nameInput	7znsj5i6w5tk26-n20_eikn-prompt	txt_account	
263	Login - passwordInput	7znsj5i6cpc91l-n21_eikn-prompt	txt_password	
264	Login - Version	7znsj5i6cpc91q-n43_8zgr	txt_resVer	
265	Login - Version	7znsj5i6cpc91q-n44_8zgr	txt_gamever	
266	MainUI - GuideFinishItem	7ecreso0gn0tx56-n4_gn0t	title	
267	MainUI - GuideMainDialog	7ecreso0gn0tx53-n7_hz3m	title	
268	MainUI - GuideTaskDialog	7ecreso0gn0tx4z-n6_hz3m	dialog	
269	MainUI - MainMenuBar	7ecreso0npx5x3n-n4_ua2b	btn_manager	
270	MainUI - MainMenuBar	7ecreso0npx5x3n-n5_ua2b	btn_artist	
271	MainUI - MainMenuBar	7ecreso0npx5x3n-n7_ua2b	btn_market	
272	MainUI - MainMenuBar	7ecreso0npx5x3n-n8_ua2b	btn_social	
273	MainUI - MainMenuBar	7ecreso0npx5x3n-n9_ua2b	btn_depot	
274	MainUI - MenuBButton	7ecreso0rbh3x4a-n4_npx5	title	
275	MainUI - MenuBMainButton	7ecreso0ua2b2q-n4_npx5	title	
276	MainUI - MenuRButton	7ecreso0ua2b2w-n4_npx5	title	
277	MainUI - MenuSubButton	7ecreso0m6h3x4g-n4_npx5	title	
278	MainUI - RightTopMenuBar	7ecreso0hltlx4b-n13_ua2b	setting	
279	MainUI - SubmenuManager	7ecreso0x9zqx4s-n53_m6h3	btn_1	
280	MainUI - SubmenuManager	7ecreso0x9zqx4s-n54_m6h3	btn_2	
281	MainUI - SubmenuManager	7ecreso0x9zqx4s-n55_m6h3	btn_3	
282	MainUI - SubmenuManager	7ecreso0x9zqx4s-n56_m6h3	btn_4	
283	MainUI - SubmenuManager	7ecreso0x9zqx4s-n57_m6h3	btn_5	
284	MainUI - SubmenuRun	7ecreso0x9zqx4t-n53_m6h3	btn_1	
285	MainUI - SubmenuRun	7ecreso0x9zqx4t-n54_m6h3	btn_2	
286	MainUI - SubmenuRun	7ecreso0x9zqx4t-n55_m6h3	btn_3	
287	MainUI - SubmenuRun	7ecreso0x9zqx4t-n56_m6h3	btn_4	
288	MainUI - SubmenuRun	7ecreso0x9zqx4t-n57_m6h3	btn_5	
289	MainUI - SubmenuRun	7ecreso0x9zqx4t-n59_m6h3	btn_5	
290	MainUI - SubmenuSocial	7ecreso0x9zqx4u-n53_m6h3	btn_1	
291	MainUI - SubmenuSocial	7ecreso0x9zqx4u-n54_m6h3	btn_2	
292	MainUI - SubmenuSocial	7ecreso0x9zqx4u-n55_m6h3	btn_3	
293	MainUI - TimeMenuButton	7ecreso0m6h3x4j-n11_m6h3	title	
294	MainUI - TopHeadInfo	7ecreso0f2qvx3r-n30_8zgr	vip	
295	MainUI - TopServer	7ecreso0rbh3x47-n28_rbh3	serverName	
296	MainUI - TopServer	7ecreso0rbh3x47-n30_rbh3	serverRank	
297	MainUI - TopStreet	7ecreso0rbh3x46-n21_rbh3	streetId	
298	MainUI - TopStreet	7ecreso0rbh3x46-n22_rbh3	roleName	
299	MainUI - TopStreet	7ecreso0rbh3x46-n24_rbh3	streetRank	
300	MainUI - WarExpect	7ecreso0qz7hx4r-n8_zqet	tip1	
301	MainUI - WarExpect	7ecreso0qz7hx4r-n9_zqet	tip2	
302	MainUI - WarFilmSmalls	7ecreso0mjkfx3t-n11_b1h0	filmName	
303	MainUI - WarFilmSmalls	7ecreso0mjkfx3t-n16_mdgc	dayLeft	
304	MainUI - WarFilmSmalls	7ecreso0mjkfx3t-n12_b1h0	total	
305	Mission - MissionItem	33rn3ccxj3a35-n14_j3a3	name	
306	Mission - MissionItem	33rn3ccxj3a35-n15_j3a3	state	
307	Mission - MissionItem	33rn3ccxj3a35-n16_j3a3	buttonGo	
308	Mission - MissionMainPanel	33rn3ccxj3a30-n5_11ftt	title	
309	Notice - PublicNoticePanel	jh3pqd7de77b0-n3_l814	labContent	
310	Notice - PublicNoticePanel	jh3pqd7de77b0-n5_l814	n5	
311	Notice - PublicNoticePanel	jh3pqd7de77b0-n21_e77b	n21	
312	PfSkin - ActionItem	s33x8418jazc1lw-n62_k1jx	n62	
313	PfSkin - ActionItem	s33x8418jazc1lw-n63_k1jx	n63	
314	PfSkin - ActionItem	s33x8418u6x3t1x9-n62_k1jx	n62	
315	PfSkin - ActionItem	s33x8418u6x3t1x9-n63_k1jx	n63	
316	PfSkin - ActorDetailUI	s33x8418jazc1kz-n41_d6rl	aName	
317	Guide - GuideTaskUI	toebkrsrhz3mz-n13_hz3m	recordsBtn	
318	PfSkin - ActorDetailUI	s33x8418jazc1kz-n42_d6rl	desc	
319	PfSkin - ActorDetailUI	s33x8418jazc1kz-n52_d6rl	show	
320	PfSkin - ActorDetailUI	s33x8418jazc1kz-n55_d6rl	age	
321	PfSkin - ActorDetailUI	s33x8418jazc1kz-n58_d6rl	attTitle1	
322	PfSkin - ActorDetailUI	s33x8418jazc1kz-n62_d6rl	attTitle2	
323	PfSkin - ActorDetailUI	s33x8418jazc1kz-n66_d6rl	attTitle3	
324	PfSkin - ActorDetailUI	s33x8418jazc1kz-n70_d6rl	attTitle4	
325	PfSkin - ActorExperciseItem	s33x8418rn1rt1vx-n111_qz6z	title	
326	PfSkin - ActorExperciseItem	s33x8418rn1rt1vx-n131_r5sp	skillExp	
327	PfSkin - ActorExperciseSelectPanel	s33x8418rn1rt1vu-n71_hxi2	title	
328	PfSkin - ActorIcon	s33x8418c4evt1x5-n14_kk9x	title	
329	PfSkin - ActorIcon	s33x8418kk9x1v3-n14_kk9x	title	
330	PfSkin - ActorItem	s33x8418mywn1kl-n109_xl2j	labDemand1	
331	PfSkin - ActorItem	s33x8418mywn1kl-n110_xl2j	labDemand2	
332	PfSkin - ActorItem	s33x8418mywn1kl-n111_qz6z	title	
333	PfSkin - ActorItem	s33x8418mywn1kl-n118_10qag	btnPromotion	
334	PfSkin - ArtistAgentPanel	s33x8418jazc1l0-n42_k1jx	title	
335	PfSkin - ArtistAgentPanel	s33x8418jazc1l0-n56_k1jx	title2	
336	PfSkin - ArtistAgentPanel	s33x8418jazc1l0-n58_k1jx	tipLabel1	
337	PfSkin - ArtistAgentPanel	s33x8418jazc1l0-n59_k1jx	tipLabel2	
338	PfSkin - ArtistAssetItem	s33x8418jazc1ly-n1_k1jx	name	
339	PfSkin - ArtistAssetItem	s33x8418jazc1ly-n4_k1jx	desc	
340	PfSkin - ArtistAssetItem	s33x8418jazc1ly-n13_k1jx	unlock	
341	PfSkin - ArtistAssetItem	s33x8418jazc1ly-n14_k1jx	condition	
342	PfSkin - ArtistAssetItem	s33x8418n2px1n2-n1_k1jx	n1	
343	PfSkin - ArtistAssetItem	s33x8418n2px1n2-n4_k1jx	n4	
344	PfSkin - ArtistAssetItem	s33x8418n2px1n2-n13_k1jx	unlock	
345	PfSkin - ArtistAssetItem	s33x8418n2px1n2-n14_k1jx	condition	
346	PfSkin - ArtistBasePanel	s33x8418jazc1l2-n0_k1jx	n0	
347	PfSkin - ArtistBasePanel	s33x8418jazc1l2-n12_k1jx	attTitle3	
348	PfSkin - ArtistBasePanel	s33x8418jazc1l2-n35_k1jx	attTitle1	
349	PfSkin - ArtistBasePanel	s33x8418jazc1l2-n39_k1jx	attTitle4	
350	PfSkin - ArtistBasePanel	s33x8418jazc1l2-n43_k1jx	attTitle2	
351	PfSkin - ArtistBasePanel	s33x8418jazc1l2-n20_k1jx	n20	
