int	string	string
297	PlayerInfoTabCareer_Rank8	
298	PlayerInfoTabTrophy_Rank0	
299	PlayerInfoTabTrophy_Rank1	
300	PlayerInfoTabTrophy_Rank2	
301	PlayerInfoTabFilm_Rank0	
302	PlayerInfoTabFilm_Rank1	
303	PlayerInfoTabFilm_Rank2	
304	PlayerInfoTabFilm_Rank3	
305	PlayerInfoTabFilm_Rank4	
306	PlayerInfoTabFilm_Rank5	
307	PlayerInfoTabFilm_Rank6	
308	PlayerInfoTabFilm_Rank7	
309	PlayerInfoTabFilm_Rank8	
310	PlayerInfoTabFilm_Rank9	
311	PlayerInfoTabActor_Rank0	
312	PlayerInfoTabActor_Rank1	
313	PlayerInfoTabActor_Rank2	
314	PlayerInfoTabActor_Rank3	
315	PlayerInfoTabActor_Rank4	
316	PlayerInfoTabActor_Rank5	
317	StoryFindTime	
318	StoryTitle	
319	StoryCollect	
320	StoryFind	
321	StoryCompleteAllChallenge	
322	StoryAchieve	
323	ZuiGaoPiaoFang	
324	StoryDesc1	
325	StoryDesc2	
326	StoryAchieveTarget1	
327	StoryAchieveTarget2	
328	StoryAchieveTarget3	
329	StorySou	
330	StoryRewardTitle	
331	StoryRemainNotEnough	
332	StoryContentEmpty	
333	StoryContentToMax	
334	StoryContentSpace	
335	OscarRewardNameDesc_7	
336	StoryContentBlockWord	
337	SendMsg	
338	OscarRewardNameDesc_8	
339	StoryInputPromptText	
340	StoryAchievementDesc	
341	StoryAchievementTitle	
342	StoryGetReward	
343	ProduceTime	
344	ProduceGrade	
345	TheBoxHasPut	
346	ProduceLevel	
347	ProduceSkillType1	
348	ProduceSkillType2	
349	SureDeleteOrder	
350	ProduceSkillType3	
351	RefuseOrder	
352	ProduceSkillType4	
353	ProduceActorTitle	
354	ProduceOffActorTitle	
355	ProduceQuickBtnName	
356	ProduceQuickAwardBtnName	
357	NeedCompleteBox	
358	RewardTitle	
359	ProduceStart	
360	ProduceItemStore	
361	ArealyGotReward	
362	ProduceUnlock	
363	ProduceActorBusy	
364	ProduceActorFree	
365	ProduceOffActor	
366	NeedCompleteBoxNum	
367	OrderNeedTitle	
368	OrderNeed	
369	OrderCompleteReward	
370	OrderExtraReward	
371	OrderNoneOrder	
372	OrderNewOrderWay	
373	OrderSortOrder	
374	OrderCooperationComfirmTitle	
375	OrderTheBoxHasPut	
376	OrderSureDeleteOrder	
377	OrderRefuseOrder	
378	OrderComplete	
379	OrderNeedCompleteBox	
380	OrderRewardTitle	
381	OrderArealyGotReward	
382	OrderNeedCompleteBoxNum	
383	OrderCooperation	
384	VisitNextFansNum	
385	VisitStartBtnOk	
386	VisitAutoReceive	
387	VisitFansTomeetActor	
388	VisitNextVisitActor	
389	VisitNextFans	
390	VisitHaveOtherFansWaiting	
391	VisitDonotHaveFans	
392	VisitFansWantMeet	
393	BusinessRemainRead	
394	BusinessSendName	
395	BusinessNextPage	
396	BusinessReadNewMsg	
397	BusinessDonotHaveBusiness	
398	BusinessGet	
399	MeetingNextNum	
400	MeetingInMeeting	
401	MeetingVisitCompany	
402	MeetingStartOkBtnText	
403	MeetingStartCancelBtnText	
404	MeetingMantianYaojia	
405	MeetingTaojiahuanjia	
406	MeetingChengjiao	
407	MeetingChengjiaoSure	
408	MeetingHuijue	
409	MeetingBye	
410	MeetingGameStop	
411	MeetingRewardTitle	
412	MeetingNext	
413	MeetingNextMeet	
414	MeetingNeedAddPiece	
415	ActorExperciser	
416	ActorExperciserStart	
417	ActorExperciserOn	
418	ActorExperciseMaxLine	
419	ActorExperciseUnlock	
420	ActorExperciseQuick	
421	ActorExperciceCompleteDesc	
422	ActorExperciceKey	
423	NoticeTitle	
424	NoticeServerClose	
425	RankText	
426	MarketOccupe	
427	MarketChangeHomeContent	
428	MarketChangeHomeTitle	
429	MarketAddFansTip	
430	MarketAddFansInfo	
431	MarketLvUpNeedFans	
432	MarketShare	
433	MarketReward	
434	MarketActorPromot	
435	MarketNoSecretary	
436	MarketPublicityInfo	
437	StreetCinemaInfo	
438	BagSelectNum	
439	BagNeedMoreItem	
440	BagSelectCompoundNum	
441	BagCompound	
442	BagSelectGive	
443	BagSelectGiveNum	
444	BagGive	
445	BagSelectResolveNum	
446	BagResolve	
447	BagSelectSaleNum	
448	BagSale	
449	BagSelectUseNum	
450	BagUse	
451	ShopGive	
452	ShopDayLimit	
453	ShopWeekLimit	
454	OscarName	
455	OscarRewardNameDesc_6	
456	OscarRewardNameDesc_9	
457	OscarRewardValueDesc_7	
458	OscarRewardValueDesc_8	
459	OscarRewardValueDesc_9	
460	OscarRewardInfoDesc_6	
461	OscarRewardNoMovie	
462	OscarDanmuLong	
463	OscarDanmuSpace	
464	OscarDanmuBlockword	
465	SystemGoOtherFunction_Title	
466	SystemGoOtherFunction_Desc_1	
467	SystemGoOtherFunction_Desc_2	
468	SystemGoOtherFunction_Go_1	
469	SystemGoOtherFunction_Go_2	
470	SecretaryRemainAutoReadNum	
471	SecretaryRemainAutoVisitNum	
472	SecretaryRemainAutoPublicizeNum	
473	SecretaryForeverAgent	
474	SystemDisAllowHaveNumber	
475	SystemDisAllowHaveStartLastNumber	
476	StateText	
477	SexTip	
478	LanguageSettings	
479	FeedBackSettings	
480	SwitchAccount	
481	SureaSwitchAccount	
